Author,Title,Year,Source Title,Document Type,FAMILY_TYPE
"Liberatore, M.J., Luo, W.",The analytics movement: Implications for operations research,2010,Interfaces,Article,CHILD
"Loshin, D.",Business Intelligence: The Savvy Manager's Guide,2003,Business Intelligence: The Savvy Manager's Guide,Article,CHILD
"Mayer, R.E.",The search for insight: Grappling with Gestalt psychology's unanswered questions,1995,The Nature of Insight,Article,CHILD
"Mingers, J.","Abduction: The missing link between deduction and induction. A comment on Ormerod's rational inference: Deductive, inductive and probabilistic thinking",2012,Journal of the Operational Research Society,Note,CHILD
"Murer, S., Bonati, B., Furrer, F.J.",Managed evolution: A strategy for very large information systems,2011,Managed Evolution: A Strategy for Very Large Information Systems,Book,CHILD
"Negash, S.",Business intelligence,2004,Communications of the Association for Information Systems,Article,CHILD
"Newell, A., Simon, H.A.",Human problem solving,1972,Human Problem Solving,Article,CHILD
"Peteraf, M.A., Barney, J.B.",Unraveling the resource-based tangle,2003,Managerial and Decision Economics,Review,CHILD
"Popovič, A., Hackney, R., Coelho, P.S., Jaklič, J.",Towards business intelligence systems success: Effects of maturity and culture on analytical decision making,2012,Decision Support Systems,Article,CHILD
"Pretz, J.E., Naples, A.J., Sternberg, R.J.","Recognizing, defining, and representing problems",2003,The Psychology of Problem Solving,Book Chapter,CHILD
"Purvis, R.L., Sambamurthy, V., Zmud, R.W.",The Assimilation of Knowledge Platforms in Organizations: An Empirical Investigation,2001,Organization Science,Article,CHILD
"Ramamurthy, K.(R.), Sen, A., Sinha, A.P.",An empirical investigation of the key determinants of data warehouse adoption,2008,Decision Support Systems,Article,CHILD
"Sabherwal, R., Becerra-Fernandez, I.","Business Intelligence: Practices, Technologies, and Management",2011,"Business Intelligence: Practices, Technologies, and Management",Article,CHILD
"Saraiya, P., North, C., Lam, V., Duca, K.A.",An insight-based longitudinal study of visual analytics,2006,IEEE Transactions on Visualization and Computer Graphics,Article,CHILD
"Schooler, J.W., Fallshore, M., Fiore, S.M.",Epilogue: Putting insight into perspective,1995,The Nature of Insight,Article,CHILD
"Seddon, P.B., Calvert, C., Yang, S.",A multi-project model of key factors affecting organizational benefits from enterprise systems,2010,MIS Quarterly: Management Information Systems,Article,CHILD
"Shah, S., Horne, A., Capellá, J.",Good data won't guarantee good decisions,2012,Harvard Business Review,Note,CHILD
"Shanks, G., Bekmamedova, N.",Integrating Business Analytics Systems with the Enterprise Environment: An Evolutionary Process Perspective,2012,Proceedings DSS2012-16th IFIP WG8.3 International Conference on Decision Support Systems,Article,CHILD
"Shanks, G., Bekmamedova, N.",Achieving benefits with business analytics systems: An evolutionary process perspective,2012,Journal of Decision Systems,Article,CHILD
"Sharma, R., Reynolds, P., Scheepers, R., Seddon, P., Shanks, G.",Business Analytics and Competitive Advantage: A Review and Research Agenda,2010,Bridging the socio-technical gap in DSS-Challenges for the next decade,Article,CHILD
"Simon, H.A.",A behavioral model of rational choice,1955,Quarterly Journal of Economics,Article,CHILD
"Teece, D.J., Pisano, G., Shuen, A.",Dynamic capabilities and strategic management,1997,Strategic Management Journal,Article,CHILD
"Trkman, P., McCormack, K., De Oliveira, M.P.V., Ladeira, M.B.",The impact of business analytics on supply chain performance,2010,Decision Support Systems,Article,CHILD
"Walsham, G.",Doing interpretive research,2006,European Journal of Information Systems,Article,CHILD
"Watson, H.J., Wixom, B.H.",The current state of business intelligence,2007,Computer,Article,CHILD
"Webster, J., Watson, R.T.",Analyzing the past to prepare for the future: Writing a literature review,2002,MIS Quarterly,Article,CHILD
"Wixom, B.H., Watson, H.J.",An empirical investigation of the factors affecting data warehousing success,2001,MIS Quarterly: Management Information Systems,Article,CHILD
"Wolfswinkel, J.F., Furtmueller, E., Wilderom, C.P.M.",Using grounded theory as a method for rigorously reviewing literature,2013,European Journal of Information Systems,Review,CHILD
"Yogev, N., Even, A., Fink, L.",How business intelligence creates value,2012,ECIS 2012 - Proceedings of the 20th European Conference on Information Systems,Conference Paper,CHILD
"Zmud, R.",Editor's comments,1996,MIS Quarterly,Article,CHILD
Reference Count: 57,,,,,
,,,,,
"Shollo A., Galliers R.D.",Towards an understanding of the role of business intelligence systems in organisational knowing,2016,Information Systems Journal,Article,PARENT
"Abbasi, A., Albrecht, C., Vance, A., Hansen, J.",Metafraud: A meta-learning framework for detecting financial fraud,2012,MIS Quarterly: Management Information Systems,Article,CHILD
"Arnott, D., Pervan, G.",A critical analysis of decision support systems research,2005,Journal of Information Technology,Article,CHILD
"Arnott, D., Pervan, G.",A critical analysis of decision support systems research revisited: The rise of design science,2014,Journal of Information Technology,Article,CHILD
[No author name available],Vocabulary Online,2014,In Vocabulary,Article,CHILD
"Azad, B., Faraj, S.",Social power and information technology implementation: A contentious framing lens,2011,Information Systems Journal,Article,CHILD
"Blackler, F.","Knowledge, Knowledge Work and Organizations: An Overview and Interpretation",1995,Organization Studies,Article,CHILD
"Boland, R.J., Tenkasi, R.V.",Perspective making and perspective taking in communities of knowing,1995,Organization Science,Article,CHILD
"Brown, R.",Social Psychology,1981,The Free Press,Article,CHILD
"Brydon, M., Gemino, A.",You’ve data mined. Now what?,2008,Communications of the Association for Information Systems,Article,CHILD
"Chau, M., Xu, J.",Business intelligence in Blogs: Understanding consumer interactions and communities,2012,MIS Quarterly: Management Information Systems,Article,CHILD
"Chen, H., Chiang, R.H.L., Storey, V.C.",Business intelligence and analytics: From big data to big impact,2012,MIS Quarterly: Management Information Systems,Article,CHILD
"Cheng, S., Dai, R., Xu, W., Shi, Y.",Research on data mining and knowledge management and its applications in China's economic development: Significance and trend,2006,International Journal of Information Technology and Decision Making,Article,CHILD
"Choo, C.W.","The Knowing Organization: How Organizations Use Information to Construct Meaning, Create Knowledge, and Make Decisions",2007,"The Knowing Organization: How Organizations Use Information to Construct Meaning, Create Knowledge, and Make Decisions",Book,CHILD
"Choo, C.W.","""""Sensemaking, knowledge creation, and decision making""""",2002,The Strategic Management of Intellectual Capital and Organizational Knowledge,Article,CHILD
"Clark Jr., T.D., Jones, M.C., Armstrong, C.P.","The dynamic structure of management support systems: Theory development, research focus, and direction",2007,MIS Quarterly: Management Information Systems,Conference Paper,CHILD
"Conboy, K., Fitzgerald, G., Mathiassen, L.","Qualitative methods research in information systems: Motivations, themes, and contributions",2012,European Journal of Information Systems,Review,CHILD
"Cook, S.D.N., Brown, J.S.",Bridging Epistemologies: The Generative Dance between Organizational Knowledge and Organizational Knowing,1999,Organization Science,Article,CHILD
"Davenport, T.H.",The fad that forgot people,1995,Fast Company,Article,CHILD
"Davenport, T.H.",Competing on analytics,2006,Harvard Business Review,Review,CHILD
"Davenport, T.H., Barth, P., Bean, R.",How 'big data' is different,2012,MIT Sloan Management Review,Article,CHILD
"Davison, R.M., Ou, C.X.J., Martinsons, M.G.",Information technology to support informal knowledge sharing,2013,Information Systems Journal,Article,CHILD
"DeLone, W.H., McLean, E.R.",The DeLone and McLean model of information systems success: A ten-year update,2003,Journal of Management Information Systems,Conference Paper,CHILD
"Eisenhardt, K.M.",Building theories from case study research,1989,Academy of Management Review,Article,CHILD
"Elbashir, M., Williams, S.",BI impact: The assimilation of business intelligence into core business processes,2007,Business Intelligence Journal,Article,CHILD
"Galliers, R.D., Newell, S.",Back to the future: From knowledge management to the management of information and data,2003,Information Systems and E-Business Management,Article,CHILD
"Galliers, R., Newell, S.",Strategy as data plus sense-making,2003,Images of Strategy,Article,CHILD
"Galliers, R.D., Swan, J.",Information systems and strategic change: A critical review of business process re-engineering,1999,Rethinking Management Information Systems,Article,CHILD
[No author name available],Predicts 2014 Don't Try to Prevent the Digital Revolution,2014,Exploit IT Now,Article,CHILD
"Gherardi, S.",Practice-Based Theorizing on Learning and Knowing in Organizations,2000,Organization,Editorial,CHILD
"Golfarelli, M., Rizzi, S., Cella, I.",Beyond data warehousing: What's next in business intelligence?,2004,DOLAP: Proceedings of the ACM International Workshop on Data Warehousing and OLAP,Conference Paper,CHILD
"Gorry, G.A., Scott Morton, M.S.",A framework for management information systems,1971,Sloan Management Review,Article,CHILD
"Henfridsson, O., Lind, M.","Information systems strategizing, organizational sub-communities, and the emergence of a sustainability strategy",2014,Journal of Strategic Information Systems,Article,CHILD
"Holsapple, C., Lee-Post, A., Pakath, R.",A unified foundation for business analytics,2014,Decision Support Systems,Article,CHILD
"Hong, J.F.L., Easterby-Smith, M., Snell, R.S.",Transferring organizational learning systems to Japanese subsidiaries in China,2006,Journal of Management Studies,Article,CHILD
"Huang, J., Newell, S., Huang, J., Pan, S.-L.",Site-shifting as the source of ambidexterity: Empirical insights from the field of ticketing,2014,Journal of Strategic Information Systems,Article,CHILD
"Jermol, M., Lavrač, N., Urbančič, T.",Managing business intelligence in a virtual enterprise: A case study and knowledge management lessons learned,2003,Journal of Intelligent and Fuzzy Systems,Article,CHILD
"Imhoff, C., White, C.",Business intelligence and collaboration: A natural marriage,2010,Business Intelligence Journal,Article,CHILD
"Kolb, A.Y., Kolb, D.A.",Learning styles and learning spaces: Enhancing experiential learning in higher education,2005,Academy of Management Learning and Education,Article,CHILD
"Kuhn, T., Jackson, M.H.",Accomplishing knowledge: A framework for investigating knowing in organizations,2008,Management Communication Quarterly,Article,CHILD
"Langley, A.",In search of rationality: the purposes behind the use of formal analysis in organizations.,1989,Administrative science quarterly,Review,CHILD
"Lau, R.Y.K., Liao, S.S.Y., Wong, K.F., Chiu, D.K.W.",Web 2.0 Environmental scanning and adaptive decision support for business mergers and acquisitions,2012,MIS Quarterly: Management Information Systems,Article,CHILD
"Leidner, D.E.","Globalization, culture, and information: Towards global knowledge transparency",2010,Journal of Strategic Information Systems,Article,CHILD
"Lönnqvist, A., Pirttimäki, V.",The measurement of business intelligence,2006,Information Systems Management,Review,CHILD
"Luftman, J., Zadeh, H.S.",Key information technology and management issues 2010-11: An international study,2011,Journal of Information Technology,Article,CHILD
"Luhn, H.P.",A business intelligence system,1958,IBM Journal of Research and Development,Article,CHILD
"Marabelli, M., Newell, S.",Knowledge risks in organizational networks: The practice perspective,2012,Journal of Strategic Information Systems,Article,CHILD
"McAfee, A., Brynjolfsson, E.",Big data: The management revolution,2012,Harvard Business Review,Note,CHILD
"Mingers, J.C.",Information and meaning: foundations for an intersubjective account,1995,Information Systems Journal,Article,CHILD
"Negash, S.",Business intelligence,2004,Communications of the Association for Information Systems,Article,CHILD
"Newell, S.",Managing knowledge and managing knowledge work: What we know and what the future holds,2015,Journal of Information Technology,Article,CHILD
"Nonaka, I.",The knowledge-creating company,1991,Harvard Business Review,Article,CHILD
"Nonaka, I.",A dynamic theory of organizational knowledge creation,1994,Organization Science,Article,CHILD
"Nunamaker Jr., Jay F.",Group decision support systems (GDSS): present and future,1989,Proceedings of the Hawaii International Conference on System Science,Conference Paper,CHILD
"Orlikowski, W.J.",Knowing in practice: Enacting a collective capability in distributed organizing,2002,Organization Science,Article,CHILD
"Orlikowski, W.J.",Material knowing: The scaffolding of human knowledgeability,2006,European Journal of Information Systems,Note,CHILD
"Park, S.-H., Huh, S.-Y., Oh, W., Han, S.P.",A social network-based inference model for validating customer profile data,2012,MIS Quarterly: Management Information Systems,Article,CHILD
"Peppard, J., Galliers, R.D., Thorogood, A.",Information systems strategy as practice: Micro strategy and strategizing for IS,2014,Journal of Strategic Information Systems,Editorial,CHILD
"Pervan, G.P.","A review of research in Group Support Systems: Leaders, approaches and directions",1998,Decision Support Systems,Article,CHILD
"Pfeffer, J.",Power in organizations,1981,Power in Organizations,Article,CHILD
"Polanyi, M.",The tacit dimension,1966,The Tacit Dimension,Article,CHILD
"Popovič, A., Hackney, R., Coelho, P.S., Jaklič, J.",Towards business intelligence systems success: Effects of maturity and culture on analytical decision making,2012,Decision Support Systems,Article,CHILD
"Popovič, A., Hackney, R., Coelho, P.S., Jaklič, J.",How information-sharing values influence the use of information systems: An investigation in the business intelligence systems context,2014,Journal of Strategic Information Systems,Article,CHILD
"Petrini, M., Pozzebon, M.",Managing sustainability with the support of business intelligence: Integrating socio-environmental indicators and organisational context,2009,Journal of Strategic Information Systems,Article,CHILD
"Power, D.J., Sharda, R.",Decision support systems,2009,Springer Handbook of Automation,Article,CHILD
"Sahoo, N., Singh, P.V., Mukhopadhyay, T.",A hidden Markov model for collaborative filtering,2012,MIS Quarterly,Article,CHILD
"Schultze, U.",A confessional account of an ethnography about knowledge work,2000,MIS Quarterly: Management Information Systems,Article,CHILD
"Sharma, R., Mithas, S., Kankanhalli, A.",Transforming decision-making processes: A research agenda for understanding the impact of business analytics on organisations,2014,European Journal of Information Systems,Review,CHILD
"Shollo, A., Kautz, K.",Towards an understanding of business intelligence,2010,ACIS 2010 Proceedings - 21st Australasian Conference on Information Systems,Conference Paper,CHILD
"Skyrius, R., Kazakevičiene, G., Bujauskas, V.",From Management Information Systems to Business Intelligence: The Development of Management Information Needs,2013,International Journal of Artificial Intelligence and Interactive Multimedia,Article,CHILD
"Steiger, D.M.",Decision support as knowledge creation: A business intelligence design theory,2010,International Journal of Business Intelligence Research (IJBIR),Article,CHILD
"Stoodley, N.",Democratic Analytics: A Campaign to Bring Business Intelligence to the People,2012,Bus. Intell. J,Article,CHILD
"Suddaby, R.",From the editors: What grounded theory is not,2006,Academy of Management Journal,Review,CHILD
"Swan, J., Scarbrough, H., Preston, J.",Knowledge management - The next fad to forget people?,1999,Proceedings of the 7th European Conference on Information Systems,Article,CHILD
"Tsoukas, H.",A dialogical approach to the creation of new knowledge in organizations,2009,Organization Science,Article,CHILD
"VanDiver, B., Charen, S., Algara, R.",Know thy customer: fostering measurable impact on customer relationships with enterprise BI,2009,Business Intelligence Journal,Article,CHILD
"Vendelo, M., Rerup, C.","Sensegiving, materiality and crowd safety after the Pearl Jam concert accident",2011,"Proceedings, The Academy of Management Annual Meeting",Article,CHILD
"Watson, H.J., Goodhue, D.L., Wixom, B.H.",The benefits of data warehousing: Why some organizations realize exceptional payoffs,2002,Information and Management,Article,CHILD
"Whittington, R.",Completing the practice turn in strategy research,2006,Organization Studies,Article,CHILD
"Whittington, R.",Information Systems Strategy and Strategy-as-Practice: A joint agenda,2014,Journal of Strategic Information Systems,Note,CHILD
Reference Count: 79,,,,,
,,,,,
van der Vlist F.N.,Accounting for the social: Investigating commensuration and Big Data practices at Facebook,2016,Big Data and Society,Article,PARENT
"Agneeswaran, V.S.","Big Data Analytics Beyond Hadoop: Real-Time Applications with Storm, Spark, and More Hadoop Alternatives",2014,"Big Data Analytics beyond Hadoop: Real-Time Applications with Storm, Spark, and More Hadoop Alternatives",Article,CHILD
"Ahuja, P.S., Moore, B.",State of big data analysis in the cloud,2013,Network and Communication Technologies,Article,CHILD
"Aiyer, A.S., Bautin, M., Chen, G.J., Damania, P., Khemani, P., Muthukkaruppan, K., Ranganathan, K., Spiegelberg, N., Tang, L., Vaidya, M.",Storage infrastructure behind Facebook Messages: using HBase at scale,2012,IEEE Data Eng. Bull.,Article,CHILD
"Anderson, C.",The end of theory: The data deluge makes the scientific method obsolete,2008,Wired,Article,CHILD
"Andrejevic, M.",The big data divide,2014,International Journal of Communication,Article,CHILD
Apache,Hadoop 1.2.1 documentation,2013,Hadoop 1.2.1 Documentation.,Article,CHILD
"Argote, L.","Organizational learning: Creating, retaining and transferring knowledge",2013,"Organizational Learning: Creating, Retaining and Transferring Knowledge",Book,CHILD
"Barocas, S., Selbst, A.D.",Big data's disparate impact,2016,California Law Review,Article,CHILD
"Becker, B.C., Ortiz, E.G.",Evaluation of face recognition techniques for application to facebook,2008,"2008 8th IEEE International Conference on Automatic Face and Gesture Recognition, FG 2008",Conference Paper,CHILD
"Beyer, M.",Gartner says solving 'big data' challenge involves more than just managing volumes of data,2011,Gartner,Article,CHILD
"Borthakur, D., Gray, J., Sarma, J.S., Muthukkaruppan, K., Spiegelberg, N., Kuang, H., Ranganathan, K., Molkov, D., Menon, A., Rash, S., Schmidt, R., Aiyer, A.",Apache hadoop goes realtime at Facebook,2011,Proceedings of the ACM SIGMOD International Conference on Management of Data,Conference Paper,CHILD
"Borthakur, D.",HDFS Architecture guide,2013,Hadoop 1.2.1 Documentation,Article,CHILD
"Boyd, D., Crawford, K.",Six provocations for big data,2011,A Decade in Internet Time: Symposium on the Dynamics of the Internet and Society,Article,CHILD
"Bozkir, A.S., Güzin Mazman, S., Akçapinar Sezer, E.",Identification of user patterns in social networks by data mining techniques: Facebook case,2010,Communications in Computer and Information Science,Conference Paper,CHILD
"Burchell, S., Clubb, C., Hopwood, A.G.",Accounting in its social context: Towards a history of value added in the United Kingdom,1985,"Accounting, Organizations and Society",Article,CHILD
"Burns, J., Scapens, R.W.",Conceptualizing management accounting change: An institutional framework,2000,Management Accounting Research,Article,CHILD
"Burrows, R., Savage, M.",After the crisis? Big Data and the methodological challenges of empirical sociology,2014,Big Data and Society,Note,CHILD
"Callon, M.",Some elements of a sociology of translation: Domestication of the scallops and the fishermen of St Brieuc Bay,1986,"Power, Action and Belief: A New Sociology of Knowledge?",Article,CHILD
"Callon, M., Law, J.","On qualculation, agency, and otherness",2005,Environment and Planning D: Society and Space,Article,CHILD
"Callon, M., Muniesa, F.",Economic markets as calculative collective devices,2005,Organization Studies,Article,CHILD
"Chayka, K.",This is what your face looks like to Facebook: Artist Sterling Crispin’s ‘Data Masks’ remind us the machines are always watching,2014,Matter – Medium,Article,CHILD
"Chu, C.T., Kim, S.K., Lin, Y.A., Yu, Y., Bradski, G.R., Ng, A.Y., Olukotun, K.",Map-reduce for machine learning on multicore,2006,NIPS,Article,CHILD
"Constine, J.",Facebook brings graph search to mobile and lets you find feed posts by keyword,2014,Techcrunch,Article,CHILD
"Constine, J.","Hands-on with Facebook post search: Strong recommendations, yelp should worry",2014,Techcrunch,Article,CHILD
"Constine, J.",The enormous implications of Facebook indexing 1 trillion of our posts,2014,Techcrunch,Article,CHILD
"Cortes, C., Vapnik, V.",Support-Vector Networks,1995,Machine Learning,Article,CHILD
"Crawford, K.",Think Again: Big Data,2013,Foreign Policy,Article,CHILD
"Crawford, K.",The anxieties of big data,2014,The New Inquiry,Article,CHILD
"Crawford, K., Schultz, J.",Big data and due process: Toward a framework to redress predictive privacy harms,2014,Boston College Law Review,Article,CHILD
"Day, S., Lury, C., Wakeford, N.",Number ecologies: Numbers and numbering practices,2014,Distinktion,Note,CHILD
"Dean, J., Ghemawat, S.",MapReduce: Simplified data processing on large clusters,2008,Communications of the ACM,Article,CHILD
"Dean, J., Ghemawat, S.",Map Reduce: A flexible data processing tool,2010,Communications of the ACM,Article,CHILD
"Lohr, S.",The age of big data,2012,New York Times,Article,CHILD
"Ekbia, H., Mattioli, M., Kouper, I., Arave, G., Ghazinejad, A., Bowman, T., Suri, V.R., Tsou, A., Weingart, S., Sugimoto, C.R.","Big data, bigger dilemmas: A critical review",2015,Journal of the Association for Information Science and Technology,Review,CHILD
"Espeland, W.N., Sauder, M.",Rankings and reactivity: How public measures recreate social worlds,2007,American Journal of Sociology,Article,CHILD
"Espeland, W.N., Stevens, M.L.",Commensuration as a social process,1998,Annual Review of Sociology,Article,CHILD
"Evans, J.R., Lindner, C.H.",Business analytics: The next frontier for decision sciences,2012,Decision Line,Article,CHILD
"Feldman, M.S., March, J.G.",Information in organizations as signal and symbol,1981,Administrative Science Quarterly,Article,CHILD
"Gerlitz, C., Helmond, A.",The like economy: Social buttons and the data-intensive web,2013,New Media and Society,Article,CHILD
"Gerlitz, C., Lury, C.","Social media and self-evaluating assemblages: On numbers, orderings and values",2014,Distinktion,Article,CHILD
"Ghemawat, S., Gobioff, H., Leung, S.-T.",The google file system,2003,Operating Systems Review (ACM),Conference Paper,CHILD
"Goody, J.",The Logic of Writing and the Organization of Society,1986,The Logic of Writing and the Organization of Society,Article,CHILD
"Janssen, C.",Deep analytics,2015,Techopedia,Article,CHILD
"Granovetter, M.",Economic action and social structure: The problem of embeddedness,1985,American Journal of Sociology,Article,CHILD
"Hicks, M.",See the messages that matter,2011,Facebook,Article,CHILD
"Hopwood, A.G.",An empirical study of the role of accounting data in performance evaluation,1972,Journal of Accounting Research,Article,CHILD
"Hopwood, A.G.",The archeology of accounting systems,1987,"Accounting, Organizations and Society",Article,CHILD
"Hu, H., Wen, Y., Chua, T.-S., Li, X.",Toward scalable systems for big data analytics: A technology tutorial,2014,IEEE Access,Article,CHILD
"Keat, K., Urry, J.",Social theory as science,2011,Social Theory as Science,Book,CHILD
"Ketelaar, E.","""""Control through communication"""" in a comparative perspective",2005,Archivaria,Article,CHILD
"Kitchin, R.","Big Data, new epistemologies and paradigm shifts",2014,Big Data and Society,Article,CHILD
"Kohavi, R., Provost, F.",Glossary of terms,1998,Machine Learning,Article,CHILD
"Krishnan, K.",Data Warehousing in the Age of Big Data,2013,Data Warehousing in the Age of Big Data,Book,CHILD
"Latour, B., Woolgar, S.",Laboratory life: The construction of scientific facts,2013,Laboratory Life: The Construction of Scientific Facts,Book,CHILD
"Law, J., Ruppert, E., Savage, M.",The double social life of methods,2011,The Double Social Life of Methods,Article,CHILD
"Litterer, J.A.",The Emergence of Systematic Management as Shown by the Literature of Management from 1870 to 1900,1986,The Emergence of Systematic Management As Shown by the Literature of Management from 1870-1900,Article,CHILD
"Lustig, I., Dietrich, B., Johnson, C., Dziekan, C.",The analytics journey,2010,Analytics Magazine,Article,CHILD
"McAfee, A., Brynjolfsson, E.",Big data: The management revolution,2012,Harvard Business Review,Note,CHILD
"Macho, T.",Zeit und Zahl. Kalender- und Zeitrechnung als Kulturtechniken,2003,Bild-Schrift-Zahl,Article,CHILD
"Macho, T.",Tiere zweiter Ordnung. Kulturtechniken der Identität und Identifikation,2008,Über Kultur: Theorie und Praxis der Kulturreflexion,Article,CHILD
"Mackenzie, A.",More parts than elements: How databases multiply,2012,Environment and Planning D: Society and Space,Article,CHILD
"Mackenzie, A.",Multiplying numbers differently: An epidemiology of contagious convolution,2014,Distinktion,Article,CHILD
"Mackenzie, A.",The production of prediction: What does machine learning want?,2015,European Journal of Cultural Studies,Article,CHILD
"Mackenzie, A., Mcnally, R.",Living Multiples: How Large-scale Scientific Data-mining Pursues Identity and Differences,2013,"Theory, Culture &amp; Society",Article,CHILD
"Mair, M., Greiffenhagen, C., Sharrock, W.W.",Statistical Practice: Putting Society on Display,2016,"Theory, Culture and Society",Article,CHILD
"Manovich, L.",Trending: The promises and the challenges of big social data,2011,Debates in the Digital Humanities,Article,CHILD
"Menon, A.",Big data @ Facebook,2012,"MBDS'12 - Proceedings of the 2012 Workshop on Management of Big Data Systems, Co-located with ICAC'12",Conference Paper,CHILD
"Miller, P.",The margins of accounting,1998,European Accounting Review,Article,CHILD
"Miller, P.",Governing by numbers: Why calculative practices matter,2001,Social Research,Article,CHILD
"Mortier, R., Haddadi, H., Henderson, T., McAuley, D., Crowcroft, J.",Human-data interaction: The human face of the data-driven society,2014,Human-Data Interaction: The Human Face of The Data-Driven Society,Article,CHILD
"Power, M.","Counting, control and calculation: Reflections on measuring and management",2004,Human Relations,Article,CHILD
"Provost, F., Kohavi, R.",Guest editors' introduction: On applied research in machine learning,1998,Machine Learning,Review,CHILD
"Richards, N.M., King, J.H.",Three paradoxes of big data,2013,Stanford Law Review Online,Article,CHILD
"Richards, N.M., King, J.H.",Big data ethics,2014,Wake Forest Law Review,Article,CHILD
"Robson, K.","Accounting numbers as """"inscription"""": Action at a distance and the development of accounting",1992,"Accounting, Organizations and Society",Article,CHILD
"Robson, K.",Inflation accounting and action at a distance: The sandilands episode,1994,"Accounting, Organizations and Society",Article,CHILD
"Rose, N., Miller, P.",Political power beyond the state: Problematics of government,1992,British Journal of Sociology,Article,CHILD
"Ruppert, E.",The Governmental Topologies of Database Devices,2012,"Theory, Culture &amp; Society",Article,CHILD
"Ruppert, E.",The economies and ecologies of Big Data,2013,"New Social Media, New Social Science (NSMNSS) Digital Debate",Article,CHILD
"Saitta, L., Neri, F.","Learning in the """"real world""""",1998,Machine Learning,Article,CHILD
"Sauder, M., Espeland, W.N.",The discipline of rankings: Tight coupling and organizational change,2009,American Sociological Review,Article,CHILD
"Savage, M.",Identities and Social Change in Britain since 1940: The Politics of Method,2012,Identities and Social Change in Britain since 1940: The Politics of Method,Book,CHILD
"Savage, M.",The ‘Social Life of Methods’: A Critical Introduction,2013,"Theory, Culture &amp; Society",Article,CHILD
"Savage, M., Burrows, R.",The coming crisis of empirical sociology,2007,Sociology,Article,CHILD
